CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
975.7017212,980.8745117,983.7049561,981.256958,980.4429932,979.4100952,977.8580933,887.8300781,884.3175659,888.0099487,887.6625366,888.3225708,888.5928955,884.9450684,B,Operator 1,10ppb
976.2151489,980.9882202,981.9187012,979.9289551,980.1669312,978.6951294,975.8746338,887.1882935,888.0422363,888.119873,885.1503906,888.074707,880.6177368,884.3984985,B,Operator 1,10ppb
977.3704224,974.71698,976.6488647,975.0653687,978.1700439,973.9500122,974.4665527,888.2875977,887.4624634,884.7730713,890.1203003,884.7713013,881.7987671,885.1807251,B,Operator 1,10ppb
965.8887939,972.0126953,971.5332642,974.3322754,974.2093506,973.192627,967.4207764,883.1773071,879.8638916,880.6837158,884.4907837,882.1225586,878.2119141,880.9310913,B,Operator 1,10ppb
962.3079224,968.8699951,963.1589355,965.2902832,967.8731079,967.6289673,962.5671387,879.3942871,876.7113037,881.7114868,876.7289429,876.2684326,874.277832,877.7507324,B,Operator 1,10ppb
961.9016724,964.201355,961.0159302,964.6681519,963.9805298,960.4020996,963.6405029,867.6746826,868.0275269,872.5039063,870.0525513,871.3560181,872.0091553,872.0236816,B,Operator 1,10ppb
951.9257813,957.8355103,957.2612305,956.7208862,956.4907227,959.7111206,954.3701172,872.2642822,865.8634644,863.7646484,866.4093018,857.7108154,865.3026123,864.9671631,B,Operator 1,10ppb
944.0214844,948.4500122,950.2797852,950.269165,948.1657715,944.6820068,949.0241089,863.5606689,862.2525635,861.105896,855.7885132,860.3361206,859.7337036,863.6791382,B,Operator 1,10ppb
938.0758667,939.5143433,940.703186,943.850769,940.1862793,941.6295166,942.6194458,855.0261841,851.5535889,856.4868774,856.8648071,860.4504395,852.8126221,854.4841919,B,Operator 1,10ppb
929.5305786,931.2029419,937.046875,928.6917725,931.2575073,930.2513428,924.7895508,846.0209351,843.3867188,844.7683716,846.0651855,845.607666,847.9922485,845.8108521,B,Operator 1,10ppb
921.6867676,923.0413208,925.5869141,924.2714844,920.4083862,919.9654541,925.0828247,839.4922485,837.3703003,837.1187134,835.319458,838.9369507,837.9273682,837.668335,B,Operator 1,10ppb
906.9472046,918.0484009,911.1156616,912.0494385,911.6131592,907.1581421,915.8274536,822.7846069,829.6066284,830.3843994,830.5323486,831.6456299,826.0057983,826.0601807,B,Operator 1,10ppb
899.038269,900.3322144,906.84375,903.6135254,900.2139893,894.5228271,900.3039551,810.2892456,815.890564,815.1315308,815.0578003,821.9421997,813.2843018,817.7857666,B,Operator 1,10ppb
884.0458984,890.9143066,890.6372681,890.362793,887.2924805,888.9110107,883.0476074,808.164917,808.8598633,802.4718018,807.8018188,808.2128296,807.0509644,804.1478271,B,Operator 1,10ppb
876.1497192,876.6591797,874.1070557,875.4957886,876.934082,876.8812866,875.1156616,795.0316162,796.4631958,796.4799805,790.9016113,795.3477783,788.505249,794.9663696,B,Operator 1,10ppb
864.4133911,863.5119629,869.1800537,862.9536133,866.2538452,867.2125244,860.1154785,784.4987793,784.7716064,785.5968018,784.0877075,785.0853271,777.762146,783.7555542,B,Operator 1,10ppb
846.4248657,851.8908691,853.116272,856.1517944,852.1088257,849.8380127,850.4141846,774.8607788,773.1287842,775.468811,773.7861328,772.5323486,773.617981,773.6586304,B,Operator 1,10ppb
834.3095703,833.2731323,835.8612061,838.2036133,833.5613403,836.2394409,835.003479,758.7307739,759.0140991,756.8439941,759.1604614,760.3536987,753.9360352,763.8654175,B,Operator 1,10ppb
817.8804321,824.6087036,818.1762085,825.2096558,819.8085327,819.1842041,823.3796387,746.6350708,747.9447632,746.0796509,744.4067993,744.8319702,745.7062378,748.7810059,B,Operator 1,10ppb
806.0374756,803.6986084,809.9338379,807.5346069,806.315918,809.7971191,804.1989746,733.5805054,734.8699951,734.2868042,732.1190186,734.8772583,729.2622681,732.5355225,B,Operator 1,10ppb
786.7269287,795.7851563,794.0314331,796.0453491,793.652771,797.8930664,793.8815918,718.0839233,718.7518921,716.6876831,720.6618042,721.9416504,715.5567017,716.6259155,B,Operator 1,10ppb
