CQD1,CQD2,CQD3,CQD4,CQD5,CQD6,CQD7,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Batch,Operator,Concentration
770.5960693,767.2606201,765.8648682,770.6078491,765.9256592,765.1522217,762.3273315,704.4759521,703.3433228,696.6681519,703.3693848,708.1419678,704.465271,712.7324219,B,Operator 1,1pM Pb
331.1233215,331.2210388,331.8528442,331.5628662,330.5496826,330.6325989,330.9758301,303.0883179,302.8371887,301.9805908,302.4205933,303.9850464,306.309967,304.5296631,B,Operator 1,1pM Pb
630.8873901,632.944458,630.1539307,629.8346558,631.8974609,631.9976807,631.8349609,578.2807617,577.5391846,577.3568115,582.1787109,578.4376831,585.5026245,582.4291992,B,Operator 1,1pM Pb
691.980835,692.2943115,690.7762451,693.9897461,691.2176514,692.1878052,691.7470093,629.4432373,633.0834351,632.847229,636.7905273,636.9208984,636.6920166,636.9918213,B,Operator 1,1pM Pb
750.6834106,753.2475586,752.0490112,757.3435059,753.9533691,751.4680176,751.0162964,686.4110718,688.7628174,684.1166992,691.5010376,691.2185669,694.2342529,695.2161255,B,Operator 1,1pM Pb
126.1996307,128.0717621,127.9377823,127.8425293,126.4513702,127.0788193,127.1806946,115.5882874,116.3201828,116.6828842,117.1456757,116.8701553,116.5118332,116.8249969,B,Operator 1,1pM Pb
843.3933105,841.1106567,842.8546753,846.2064209,844.8136597,844.383667,842.56427,771.0976563,769.963623,772.369751,773.5059204,774.3037109,780.5706787,778.829834,B,Operator 1,1pM Pb
569.4597168,573.4801025,570.6797485,572.7564087,571.0964355,567.701355,570.4025879,524.6975708,521.1112671,520.8145142,526.7166138,526.1549072,526.5465698,525.3144531,B,Operator 1,1pM Pb
151.2901306,150.7507629,151.7521515,150.4329834,150.8009796,150.0575104,150.4697876,139.2310486,136.7794952,137.0435028,137.6910706,139.4869232,139.1680908,140.2788086,B,Operator 1,1pM Pb
558.5305176,558.5028687,556.3109131,558.2234497,555.3756104,556.7199707,556.2168579,511.7754822,507.906189,511.3771667,513.2163086,510.6697083,511.7394409,513.8347778,B,Operator 1,1pM Pb
615.9684448,615.0419312,617.0199585,614.3591309,615.5019531,615.9335938,614.8135376,565.100708,564.0603638,562.694458,564.1271362,570.4981079,568.489624,568.6442871,B,Operator 1,1pM Pb
857.7910767,859.9074097,865.0082397,862.7946777,865.2712402,855.6333008,857.645752,782.536499,784.9989014,786.0479736,788.0904541,791.0977783,793.5288086,792.0753784,B,Operator 1,1pM Pb
53.33774185,52.55447006,52.28944016,52.86051941,52.72335052,52.2591629,53.60596085,47.84541321,48.23871231,47.60330582,48.45066071,48.65283585,48.397686,48.68776703,B,Operator 1,1pM Pb
500.5524292,502.105835,500.5500793,499.1200867,499.7367859,498.1594543,500.6409302,457.7802734,457.5338135,460.3878784,461.6280823,460.4080505,460.7500305,460.7271118,B,Operator 1,1pM Pb
664.9299927,664.68396,661.262146,664.5338135,658.5579834,660.7643433,657.9758911,602.8998413,604.9572144,605.8543701,607.8522949,609.2770996,606.0911865,609.3258667,B,Operator 1,1pM Pb
680.3689575,678.1394043,678.5984497,679.430603,681.743042,677.8414917,679.6387329,621.9952393,615.1837158,622.3586426,624.4481812,622.2642822,623.7852783,624.078125,B,Operator 1,1pM Pb
588.2487793,586.1307373,586.3989868,585.7012329,584.6806641,585.8191528,587.0965576,538.553833,535.4182739,536.6502686,535.5688477,538.2253418,538.8276978,541.6960449,B,Operator 1,1pM Pb
