Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Operator,Batch,Concentration
10.279533300000011,10.014099099999996,10.65695190000001,7.7468490999999915,9.556282100000004,8.024696399999996,8.502174400000001,Operator 1,B,1pM Pb
8.766624499999992,8.98957824,9.356384250000005,8.720481890000002,6.82735443,8.067779540000004,6.9982757599999985,Operator 1,B,1pM Pb
11.4600449,9.725372300000004,9.521102899999988,8.787963899999994,11.529037500000001,7.631324800000002,8.230606099999989,Operator 1,B,1pM Pb
1.723628999999999,3.4193515700000034,3.268716810000001,2.65848351,2.7923717499999974,2.6669273399999973,2.6514167800000017,Operator 1,B,1pM Pb
2.478233339999999,2.535305019999999,1.5203743000000003,2.419239040000001,2.42243766,1.9935474400000004,1.8842925999999984,Operator 1,B,1pM Pb
6.828964229999997,5.788970950000007,6.541259769999996,6.657676699999996,8.05307006999999,5.91092682,7.092521670000011,Operator 1,B,1pM Pb
10.194046099999994,9.925094700000002,10.5628052,9.670761099999993,8.694396900000001,7.974647500000003,8.968696499999993,Operator 1,B,1pM Pb
4.310024259999999,3.5687141399999973,3.84457398,3.2708701999999974,2.57537842,2.98348618,2.3925323500000033,Operator 1,B,1pM Pb
6.553596490000004,5.690063479999999,7.563713069999999,4.644439699999992,6.3133354100000005,4.266883849999999,5.60189819,Operator 1,B,1pM Pb
3.2359580999999977,3.5475654600000013,4.719390869999998,3.764816280000005,3.0760383599999983,3.257900230000004,4.110713959999998,Operator 1,B,1pM Pb
4.567939760000002,3.24271392,3.8927993699999988,3.8978958099999943,3.0441246099999972,4.076236729999998,3.095333090000004,Operator 1,B,1pM Pb
