Loading Index,Batch B,Batch C,Batch D,Batch E
198,0.006905745515487168,0.06064367277535756,0.021408708688938394,0.016055972547733992
199,0.00507395388601269,0.060694718378812546,0.019980815058017482,0.010507331202611615
200,0.004109780385203438,0.060651204029992765,0.018036114825967668,0.008415213785022167
201,0.0026009615033225466,0.060635628004891466,0.01429390170406556,0.005892760377625933
202,-0.0013812051619326651,0.06063735726652102,0.00945561661251815,0.004658101151274934
203,-0.003785312063831305,0.06058636843870736,0.0077862671440575995,0.0030891215802928943
204,-0.004491257891304217,0.06052435987874369,0.006672308802031338,0.0009227250406580151
205,-0.005814528201400131,0.06059243217356054,0.003953524269877324,-0.003771896934808126
206,-0.009268004134309258,0.06058015353161959,0.003540404317808931,-0.006692465872947747
207,-0.009475694623117715,0.06055783142992651,-8.141579587902534e-05,-0.009021627097331694
208,-0.010649902472187146,0.06053162321901242,-0.0035385409634372178,-0.008819324654768618
209,-0.011883231707884488,0.06048971375893499,-0.005895838764911577,-0.010302004453273577
210,-0.01578085784245672,0.060539396920630165,-0.006486814192621655,-0.013790026276689068
211,-0.017009513521422426,0.06058676220019956,-0.009044419632026944,-0.01639815859835977
212,-0.01811453422984992,0.06053190342224422,-0.011137603780381127,-0.017168415027997826
213,-0.01813063659788842,0.060468953538069074,-0.013945945969361821,-0.017720312084290687
214,-0.01957241505529255,0.060378600758027354,-0.015108641207769691,-0.019292265030467
215,-0.021021563749125713,0.060419093983987225,-0.01892343722540325,-0.021678274158060486
216,-0.024559573917265487,0.06044915639499993,-0.018528725574980885,-0.024295892140887437
217,-0.024191402966830974,0.06043402762324086,-0.01874655516818026,-0.025927703116244327
218,-0.025710444188451826,0.06029841213470586,-0.023957225446935803,-0.03057958948657466
219,-0.024982940706133768,0.06039856377296154,-0.02175461907878207,-0.02857646509998742
220,-0.029002424628841866,0.0603458077307621,-0.024955983428991687,-0.02986828926344503
221,-0.02776240483253139,0.060325742574410465,-0.02423013302345947,-0.03053218419257665
222,-0.028975524033280763,0.060316374007503844,-0.02467877987046753,-0.03267551873055476
223,-0.030525006758727196,0.06038601563684284,-0.029122700011919373,-0.03537771594170979
224,-0.03049078225082134,0.0602811720950204,-0.029451316993422495,-0.03594608602225274
225,-0.031515746008700066,0.06026666530856139,-0.03021453345418018,-0.03517205934014126
226,-0.032310513989102646,0.060110855514060514,-0.032377990223868794,-0.03813562589797402
227,-0.0352794906050892,0.06020275687517906,-0.03242084366512433,-0.03824940032330421
228,-0.034437755525155385,0.06010564096941347,-0.0337454616402239,-0.03866588031870375
229,-0.036452300296203034,0.060070245128576505,-0.03515766514183318,-0.040861798049698125
230,-0.03496217926226385,0.06008161372286504,-0.03505367212398972,-0.038339566860693536
231,-0.03672508135913781,0.06002541376157909,-0.03700970159503231,-0.04245846141940286
232,-0.03800673928876278,0.05987674665239878,-0.03714035283054382,-0.040155260082416946
233,-0.03842645123640669,0.05987301900064402,-0.03770602064414524,-0.04105982964908173
234,-0.03804037393546559,0.05982883525600638,-0.03959474531144311,-0.044034542248346444
235,-0.039224687654893724,0.0599012851528265,-0.03979187403657044,-0.045298097182987725
236,-0.039582920784962984,0.05966693553471812,-0.03943369495479115,-0.04437794229550952
237,-0.040472904050787226,0.05990154588555459,-0.038984790234422924,-0.045514968776661786
238,-0.04084753146514035,0.059798788472618006,-0.04190493092169976,-0.04572156654076223
239,-0.0405849708185704,0.05944487895758004,-0.04247356200627934,-0.046517099216130224
240,-0.042054908287321065,0.05973646114450834,-0.04063139568916939,-0.0451306358313488
241,-0.04129922383716804,0.05970572104217296,-0.04376425961269572,-0.047263589939029606
242,-0.043221217161095345,0.05944451848296164,-0.04425319250992857,-0.04660505681718853
243,-0.042971288596638235,0.05955747393889032,-0.04428359325862595,-0.04854368665510599
244,-0.04056882432480882,0.05932074463627032,-0.04464596188828906,-0.04786430234268397
245,-0.04400587115554097,0.05968744192651021,-0.0436879164324409,-0.05002234926487626
246,-0.04450569113544014,0.059300829852171305,-0.04427283408729136,-0.05028758114746025
247,-0.04624333791690219,0.059171361221705306,-0.04482699236960168,-0.05066088053454121
248,-0.04098716932174116,0.05932050811618398,-0.04512013499285796,-0.0482643614815698
249,-0.044794480258704965,0.05949855437241046,-0.04404597021525014,-0.050579439672480436
250,-0.044430172181429445,0.05919677813047212,-0.04435288452628594,-0.0483520676216913
251,-0.04654245459045829,0.05929882550439107,-0.04725658551462046,-0.050597837182120256
252,-0.04366699065205706,0.059269455031771986,-0.046104727122546624,-0.05212729545883974
253,-0.04489202500378325,0.05866791687356519,-0.04906413646188206,-0.05124033290003125
254,-0.045579287349254115,0.058773774198102494,-0.043772354231686836,-0.04981957356028153
255,-0.04684724670409144,0.05859700336131704,-0.04730241157541958,-0.049633911044955806
256,-0.04653207208830839,0.058915327194588314,-0.048763209942280436,-0.048853558403272775
257,-0.04612185497420874,0.05867873173474187,-0.04823659092103122,-0.05067543810609731
258,-0.04448484082546879,0.05858122484686874,-0.04715911187468006,-0.0510062681341262
259,-0.044319785730544944,0.058507925981806895,-0.04761327152211237,-0.05087238320663505
260,-0.04742238670746986,0.05842793717000586,-0.04769149553342809,-0.052507984765937286
261,-0.045988454313864474,0.058702938014792545,-0.047503073796126595,-0.0521219951482596
262,-0.04566461589055129,0.058827844271342265,-0.04880216163273995,-0.05050393700918607
263,-0.048005428426993006,0.05785566878856895,-0.04593060966047236,-0.0520671067158816
264,-0.046642692233192985,0.058366937320519896,-0.05049612119245024,-0.0530996660460684
265,-0.04737267671927795,0.058125271756751584,-0.04840962991188133,-0.050143645645384746
266,-0.04574937210770245,0.05813818043139291,-0.04868551109533175,-0.05039501113763526
267,-0.04536552703114476,0.05799879061741354,-0.04630823196487867,-0.050597632120834554
268,-0.04855523701278153,0.05797229743587963,-0.049809279941560515,-0.05334412845175886
269,-0.047468673659663806,0.0576263646072897,-0.049998234377224206,-0.05063879150670988
270,-0.04563310532253325,0.05787643832321066,-0.0488464209437008,-0.048509709950934364
271,-0.045520162044550755,0.05749884683585756,-0.04749797671571233,-0.05115564117533359
272,-0.045377256700567734,0.05722099638300107,-0.04761187848317298,-0.049109064872064304
273,-0.04597773117975335,0.057895031006331484,-0.04850362417732474,-0.0496533100959845
274,-0.04366789568053804,0.05676183682579145,-0.04825440248802199,-0.049098592975249114
275,-0.04613753897135711,0.057110320700688506,-0.04684570326529314,-0.0520953518942613
276,-0.04519244467830142,0.057055055408941284,-0.04783549000430314,-0.04911212359775028
277,-0.04489951844300118,0.05687417934525919,-0.04346871078485623,-0.050820142776848286
278,-0.04718519467845624,0.056959887466334166,-0.04840215113688529,-0.05208674909050828
279,-0.04535549060143315,0.05633615746006046,-0.046602875327846606,-0.04928561097332696
280,-0.04499567683182197,0.05637385977779044,-0.0439732060890228,-0.05112645078581346
281,-0.045079745980409286,0.05674072540221398,-0.04508568509963131,-0.04831768212226781
282,-0.042467360776404096,0.056680949575270034,-0.04592110778594863,-0.04920423944940565
283,-0.04389192871539946,0.05577415368571425,-0.048763535479540765,-0.04890028358212595
284,-0.041488522213373194,0.05611033451727094,-0.04654853001081522,-0.050222646132379895
285,-0.042977286930935436,0.0555697832083619,-0.0472748344935498,-0.04899860064397131
286,-0.0444940902573439,0.0556939539419489,-0.04853058990629451,-0.04511182988461537
287,-0.04653096046533234,0.05499724628091464,-0.04965912188798774,-0.045578868267888116
288,-0.04052421437451824,0.055666325781739856,-0.044134517623095906,-0.04570381690767531
289,-0.039872427379015404,0.05397119377939944,-0.04177994036326407,-0.04511770240439133
290,-0.03879940552370683,0.05498136979380929,-0.04391862374694851,-0.045101331751578565
