Batch,FeatureIndex,FinalRatio
B,88,0.10306924727820775
B,92,0.10306924727820775
B,90,0.10306924727820775
B,85,0.10306924727820775
B,89,0.10306924727820775
B,95,0.10306924727820775
B,84,0.10306924727820775
B,80,0.10306924727820775
B,91,0.10306924727820775
B,86,0.10306924727820775
B,82,0.10306924727820775
B,96,0.10306924727820775
B,75,0.10306924727820775
B,78,0.10306924727820775
B,87,0.10306924727820775
B,94,0.10306924727820775
B,77,0.10306924727820775
B,81,0.10306924727820775
B,98,0.10306924727820775
B,79,0.10306924727820775
B,83,0.10306924727820775
B,93,0.10306924727820775
B,76,0.10306924727820775
B,97,0.10306924727820775
B,100,0.10306924727820775
B,99,0.10306924727820775
C,180,0.10292029359672063
C,172,0.10292029359672063
C,178,0.10292029359672063
C,177,0.10292029359672063
C,166,0.10292029359672063
C,167,0.10292029359672063
C,164,0.10292029359672063
C,183,0.10292029359672063
C,182,0.10292029359672063
C,170,0.10292029359672063
C,78,0.10292029359672063
C,70,0.10292029359672063
C,71,0.10292029359672063
C,191,0.10292029359672063
C,163,0.10292029359672063
C,175,0.10292029359672063
C,72,0.10292029359672063
C,171,0.10292029359672063
C,179,0.10292029359672063
C,76,0.10292029359672063
C,80,0.10292029359672063
C,74,0.10292029359672063
C,165,0.10292029359672063
C,176,0.10292029359672063
C,181,0.10292029359672063
C,168,0.10292029359672063
C,67,0.10292029359672063
D,85,0.10273703037595966
D,81,0.10273703037595966
D,86,0.10273703037595966
D,83,0.10273703037595966
D,79,0.10273703037595966
D,74,0.10273703037595966
D,84,0.10273703037595966
D,89,0.10273703037595966
D,87,0.10273703037595966
D,75,0.10273703037595966
D,76,0.10273703037595966
D,98,0.10273703037595966
D,90,0.10273703037595966
D,77,0.10273703037595966
D,100,0.10273703037595966
D,67,0.10273703037595966
D,64,0.10273703037595966
D,88,0.10273703037595966
D,105,0.10273703037595966
D,68,0.10273703037595966
D,70,0.10273703037595966
D,82,0.10273703037595966
D,73,0.10273703037595966
D,78,0.10273703037595966
D,97,0.10273703037595966
D,101,0.10273703037595966
E,86,0.10272143238201535
E,90,0.10272143238201535
E,81,0.10272143238201535
E,84,0.10272143238201535
E,92,0.10272143238201535
E,106,0.10272143238201535
E,94,0.10272143238201535
E,89,0.10272143238201535
E,100,0.10272143238201535
E,83,0.10272143238201535
E,95,0.10272143238201535
E,98,0.10272143238201535
E,101,0.10272143238201535
E,79,0.10272143238201535
E,110,0.10272143238201535
E,87,0.10272143238201535
E,82,0.10272143238201535
E,105,0.10272143238201535
E,119,0.10272143238201535
E,78,0.10272143238201535
E,93,0.10272143238201535
E,88,0.10272143238201535
E,114,0.10272143238201535
E,111,0.10272143238201535
E,104,0.10272143238201535
E,85,0.10272143238201535
