Batch,FeatureIndex,FinalRatio
B,88,0.453127039495546
B,92,0.453127039495546
B,90,0.453127039495546
B,85,0.453127039495546
B,89,0.453127039495546
B,95,0.453127039495546
B,84,0.453127039495546
B,80,0.453127039495546
B,91,0.453127039495546
B,86,0.453127039495546
B,82,0.453127039495546
B,96,0.453127039495546
B,75,0.453127039495546
B,78,0.453127039495546
B,87,0.453127039495546
B,94,0.453127039495546
B,77,0.453127039495546
B,81,0.453127039495546
B,98,0.453127039495546
B,79,0.453127039495546
B,83,0.453127039495546
B,93,0.453127039495546
B,76,0.453127039495546
B,97,0.453127039495546
B,100,0.453127039495546
B,99,0.453127039495546
B,104,0.453127039495546
B,74,0.453127039495546
B,71,0.453127039495546
B,101,0.453127039495546
B,72,0.453127039495546
B,103,0.453127039495546
B,70,0.453127039495546
B,73,0.453127039495546
B,109,0.453127039495546
B,105,0.453127039495546
B,102,0.453127039495546
B,110,0.453127039495546
B,69,0.453127039495546
B,108,0.453127039495546
B,186,0.453127039495546
B,114,0.453127039495546
B,106,0.453127039495546
B,138,0.453127039495546
B,115,0.453127039495546
B,111,0.453127039495546
B,107,0.453127039495546
B,167,0.453127039495546
B,67,0.453127039495546
B,119,0.453127039495546
B,162,0.453127039495546
B,120,0.453127039495546
B,116,0.453127039495546
B,68,0.453127039495546
B,192,0.453127039495546
B,124,0.453127039495546
B,113,0.453127039495546
B,112,0.453127039495546
B,118,0.453127039495546
B,163,0.453127039495546
B,153,0.453127039495546
B,191,0.453127039495546
B,181,0.453127039495546
B,143,0.453127039495546
B,172,0.453127039495546
B,158,0.453127039495546
B,187,0.453127039495546
B,144,0.453127039495546
B,66,0.453127039495546
B,168,0.453127039495546
B,129,0.453127039495546
B,128,0.453127039495546
B,121,0.453127039495546
B,117,0.453127039495546
B,178,0.453127039495546
B,65,0.453127039495546
B,133,0.453127039495546
B,182,0.453127039495546
B,149,0.453127039495546
B,164,0.453127039495546
B,123,0.453127039495546
B,201,0.453127039495546
B,148,0.453127039495546
B,134,0.453127039495546
B,193,0.453127039495546
B,139,0.453127039495546
B,173,0.453127039495546
B,156,0.453127039495546
B,125,0.453127039495546
B,140,0.453127039495546
B,154,0.453127039495546
B,130,0.453127039495546
B,127,0.453127039495546
B,157,0.453127039495546
B,183,0.453127039495546
B,137,0.453127039495546
B,147,0.453127039495546
B,177,0.453127039495546
B,161,0.453127039495546
B,159,0.453127039495546
B,126,0.453127039495546
B,196,0.453127039495546
B,122,0.453127039495546
B,176,0.453127039495546
B,151,0.453127039495546
B,175,0.453127039495546
B,152,0.453127039495546
B,131,0.453127039495546
B,188,0.453127039495546
B,135,0.453127039495546
B,132,0.453127039495546
